seller_id,orders,sales,returns,refunds
S106026,252,418068,49,72128
S106027,302,451188,29,52983
S106028,123,302949,1,1656
S106029,393,451557,45,41535
S106030,133,200830,0,0
S106031,213,164010,38,49020
S106032,402,883194,44,46244
S106033,408,692784,48,88560
S106034,246,576624,38,31084
S106035,70,36820,14,11872
S106036,291,144336,37,11840
S106037,420,805140,73,65335
S106038,330,524700,32,29600
S106039,419,274026,46,54464
S106040,190,359860,22,41118
S106041,35,84700,1,1997
S106042,251,196784,34,63444
S106043,70,93450,11,6083
S106044,99,47718,1,1307
S106045,272,247520,47,49209
S106046,358,347618,62,75020
S106047,337,804419,6,3870
S106048,64,124928,10,17870
S106049,452,835748,35,14560
S106050,459,425952,62,78430
S106051,470,438980,29,24592
S106052,260,170300,44,25960
S106053,195,202020,6,8694
S106054,37,38517,4,1424
S106055,333,782217,63,88515
S106056,216,375408,43,31519
S106057,283,565434,41,32062
S106058,440,931920,39,36699
S106059,273,460278,54,46062
S106060,461,991150,60,31680
S106061,487,997376,2,2772
S106062,319,154396,51,98430
S106063,141,329658,26,47762
S106064,76,124184,4,2240
S106065,354,258774,28,52220
S106066,63,107226,5,1785
S106067,427,253638,20,13740
S106068,387,155187,57,106761
S106069,379,700771,0,0
S106070,132,113520,26,29770
S106071,280,444360,9,10611
S106072,26,37206,0,0
S106073,338,776386,45,35100
S106074,121,251801,11,16060
S106075,284,582484,19,32661
S106076,124,132184,5,9415
S106077,423,685683,72,29088
S106078,463,314840,58,115130
S106079,296,372368,24,17952
S106080,172,279672,29,11223
S106081,151,97395,16,6560
S106082,208,285584,37,73186
S106083,70,173600,2,1588
S106084,272,315792,51,57324
S106085,221,339456,25,15550
S106086,40,46120,4,7908
S106087,134,232222,1,1272
S106088,383,564159,76,147364
S106089,445,182450,17,30736
S106090,460,947140,46,70932
S106091,41,97088,6,2790
S106092,389,358658,12,10944
S106093,108,70092,0,0
S106094,81,199260,6,10800
S106095,23,45379,3,4797
S106096,265,553585,44,28116
S106097,353,480080,64,33280
S106098,67,149209,7,7028
S106099,274,456484,13,4576
S106100,474,523296,34,17952
S106101,140,115360,7,8204
S106102,423,1046925,57,86013
S106103,14,20370,1,1770
S106104,156,334620,18,35460
S106105,97,235419,7,9674
S106106,358,273154,51,66402
S106107,144,348912,20,18540
S106108,83,202022,12,16896
S106109,189,330183,5,4540
S106110,404,791032,12,7380
S106111,340,541280,37,72335
S106112,202,374508,32,10048
S106113,259,560476,35,21560
S106114,56,112112,10,17590
S106115,56,65856,5,3125
S106116,407,804639,39,23556
S106117,456,839040,78,39858
S106118,170,269620,12,8400
S106119,297,696762,16,22416
S106120,379,196701,68,118388
S106121,362,885814,56,17472
S106122,354,193284,51,79305
S106123,37,90687,4,7508
S106124,455,601055,37,73038
S106125,173,131307,31,45694
S106126,341,383966,52,72488
S106127,248,550312,45,25740
S106128,289,190451,35,63035
S106129,456,732792,33,22968
S106130,430,950300,49,52724
S106131,387,392418,59,74045
S106132,74,183816,6,5364
S106133,489,238143,81,153009
S106134,296,375920,52,31200
S106135,82,111930,9,14094
S106136,384,375936,54,105732
S106137,258,214914,50,37300
S106138,73,76431,4,7732
S106139,45,38025,8,13592
S106140,337,837445,28,16548
S106141,149,267157,4,6412
S106142,199,354419,24,46848
S106143,83,137365,1,1384
S106144,284,642976,27,45225
S106145,145,347565,9,13869
S106146,151,321932,10,15210
S106147,485,899675,73,133444
S106148,107,69550,1,1192
S106149,406,722274,71,129007
S106150,286,627198,51,27846
S106151,438,557574,66,35310
S106152,55,44440,8,7184
S106153,142,156484,6,4584
S106154,219,379965,20,36020
S106155,18,44910,0,0
S106156,127,181483,3,2184
S106157,16,13216,3,3618
S106158,87,152598,1,1256
S106159,497,657034,81,119070
S106160,100,69800,16,30800
S106161,96,209472,10,4950
S106162,382,691038,54,32346
S106163,106,259064,1,1710
S106164,246,105042,13,9321
S106165,222,231324,10,16830
S106166,392,583296,73,133371
S106167,159,355683,9,12654
S106168,449,882734,46,84916
S106169,1,863,1,387
S106170,459,878526,31,32829
S106171,137,260026,5,5205
S106172,186,229710,25,16525
S106173,465,504060,71,25418
S106174,300,380100,29,30363
S106175,483,356937,33,16434
S106176,438,193158,40,71440
S106177,271,653381,10,10480
S106178,136,150688,18,6930
S106179,392,906304,34,26758
S106180,114,104082,12,11388
S106181,330,649110,22,15312
S106182,61,74725,9,14067
S106183,78,31278,2,1954
S106184,373,230887,33,15444
S106185,69,53268,5,1725
S106186,208,324896,36,52128
S106187,456,477432,88,169048
S106188,365,294920,39,58149
S106189,381,733425,15,29805
S106190,95,141170,5,3095
S106191,208,437840,36,61308
S106192,332,283860,64,72000
S106193,86,180084,8,2560
S106194,169,161902,32,20672
S106195,209,365959,20,36420
S106196,22,30162,2,2716
S106197,432,428112,61,32452
S106198,259,434084,25,39675
S106199,253,158125,31,51150
S106200,74,164576,2,3986
S106201,309,738510,19,31084
S106202,148,92944,27,12231
S106203,89,60520,13,5577
S106204,4,8112,0,0
S106205,221,398242,21,29337
S106206,301,750694,46,80960
S106207,142,59072,23,42412
S106208,196,298116,9,16002
S106209,86,60544,17,7820
S106210,115,165600,2,646
S106211,165,397155,1,1386
S106212,270,193860,10,7470
S106213,325,676650,23,43493
S106214,343,551201,46,25990
S106215,457,1024594,55,24145
S106216,8,16128,1,360
S106217,435,1052265,17,23188
S106218,29,11832,4,5492
S106219,358,451796,24,21624
S106220,362,580286,61,108092
S106221,489,568707,76,130644
S106222,295,300310,12,8520
S106223,455,799890,25,27200
S106224,454,669196,30,40950
S106225,430,899990,11,21725
S106226,19,26429,1,669
S106227,166,344948,18,24462
S106228,469,580622,51,70737
S106229,141,181326,15,6735
S106230,352,758560,36,13500
S106231,200,140400,8,11816
S106232,129,236199,3,900
S106233,180,321840,6,7542
S106234,374,889746,42,54810
S106235,170,167110,22,11572
S106236,169,368589,23,36501
S106237,218,144970,33,20064
S106238,79,85873,3,948
S106239,248,322152,12,14112
S106240,254,296926,46,35282
S106241,96,68256,4,2648
S106242,383,423598,38,41116
S106243,391,407422,60,32580
S106244,385,339955,13,3913
S106245,29,67570,0,0
S106246,253,193039,29,10121
S106247,497,1180375,78,82680
S106248,383,513220,54,78138
S106249,226,110288,8,14280
S106250,269,643179,29,37410
S106251,309,733566,61,98027
S106252,206,478950,23,43309
S106253,25,43975,3,3939
S106254,164,221892,23,13018
S106255,250,396250,21,6426
S106256,99,196020,6,10518
S106257,174,209148,11,9966
S106258,103,151410,10,12370
S106259,59,46551,6,4128
S106260,241,151107,41,78802
S106261,498,694212,73,73876
S106262,128,313984,6,3972
S106263,466,779152,73,44603
S106264,105,224910,14,20622
S106265,480,209280,68,42772
S106266,51,35088,2,2406
S106267,76,94012,8,4344
S106268,448,727552,48,88896
S106269,75,167700,13,5070
S106270,85,34085,9,6336
S106271,492,236652,50,90500
S106272,206,280984,32,13888
S106273,252,571032,34,14586
S106274,243,117612,13,22035
S106275,447,349554,32,33312
S106276,388,278584,64,103040
S106277,298,225884,27,38016
S106278,215,508905,43,66822
S106279,194,467540,5,9085
S106280,117,106821,22,22572
S106281,462,943866,21,40509
S106282,319,317724,17,13447
S106283,338,806130,8,13080
S106284,456,255816,50,15150
S106285,112,177856,19,12027
S106286,446,755970,70,51940
S106287,404,363600,66,23892
S106288,248,336040,8,3168
S106289,479,249080,82,134808
S106290,237,173010,16,22192
S106291,272,450704,47,80135
S106292,211,449641,1,1173
S106293,44,46728,4,6980
S106294,15,26685,3,3987
S106295,239,464616,1,1556
S106296,130,302510,9,5643
S106297,105,44310,12,12156
S106298,131,274314,7,12817
S106299,290,562310,0,0
S106300,317,743365,43,26617
S106301,398,748638,45,30285
S106302,38,63726,2,3648
S106303,470,1065960,65,68250
S106304,62,64046,5,7735
S106305,1,575,1,538
S106306,23,56143,1,1344
S106307,475,689225,10,13120
S106308,117,230490,4,5320
S106309,433,267594,43,31691
S106310,348,341388,38,26372
S106311,260,147940,3,2685
S106312,207,90666,30,30210
S106313,322,785680,12,18180
S106314,200,422000,7,8505
S106315,488,1024800,90,109710
S106316,18,27756,1,1551
S106317,321,257121,27,15498
S106318,415,661925,54,71226
S106319,403,825747,41,54858
S106320,41,94587,4,5300
S106321,296,502608,16,16064
S106322,322,506828,58,101094
S106323,313,319260,46,44896
S106324,114,87552,9,4095
S106325,350,230650,17,32657
S106326,143,319605,17,24531
S106327,229,340752,36,37332
S106328,268,533856,28,16324
S106329,320,394240,61,84180
S106330,36,28728,4,1736
S106331,351,285363,11,11055
S106332,61,92720,0,0
S106333,476,595000,41,77818
S106334,358,190098,64,81408
S106335,285,605910,46,66746
S106336,224,487872,32,50240
S106337,178,232824,22,21076
S106338,172,412628,1,1631
S106339,160,217280,12,18444
S106340,100,43800,18,12330
S106341,213,482658,26,9100
S106342,228,311904,27,38475
S106343,385,432740,39,13728
S106344,472,559320,51,86700
S106345,360,465120,38,42940
S106346,340,278800,52,30368
S106347,228,302556,43,15824
S106348,283,347241,43,20683
S106349,469,493388,82,27306
S106350,398,820278,62,26660
S106351,471,696609,45,25560
S106352,227,302591,8,13320
S106353,213,176577,39,33774
S106354,40,28840,2,1604
S106355,221,268957,16,21680
S106356,487,613620,36,34740
S106357,402,410442,61,24705
S106358,442,939250,19,34751
S106359,134,188270,21,16863
S106360,205,371050,15,11130
S106361,493,686749,76,25080
S106362,344,359480,51,53652
S106363,345,267030,38,44916
S106364,94,83848,7,10710
S106365,117,232011,5,2620
S106366,412,864788,72,73080
S106367,267,510504,20,32820
S106368,202,269064,36,67104
S106369,7,9128,0,0
S106370,147,366765,4,4556
S106371,131,231346,25,16525
S106372,140,64820,25,8800
S106373,173,410010,13,22542
S106374,183,440481,13,23049
S106375,338,800046,41,23083
S106376,236,121068,29,45646
S106377,172,113520,20,12800
S106378,351,808704,6,10200
S106379,427,1061522,21,33369
S106380,402,556368,67,21708
S106381,232,552160,12,12612
S106382,284,425716,46,52900
S106383,324,756216,61,121695
S106384,354,663750,59,66670
S106385,444,241980,14,19082
S106386,287,593229,42,54936
S106387,284,318648,43,68671
S106388,428,884248,42,18816
S106389,191,78883,22,29480
S106390,304,429248,22,9240
S106391,296,384504,39,48828
S106392,419,347351,13,24882
S106393,143,319176,28,34916
S106394,210,452970,33,29601
S106395,175,255675,11,14421
S106396,239,227528,45,30690
S106397,42,61026,4,3752
S106398,406,501816,69,87423
S106399,442,729300,62,61442
S106400,341,259501,49,32487
S106401,181,298650,29,46574
S106402,52,51948,9,16713
S106403,318,397500,16,22368
S106404,316,254696,39,58617
S106405,176,197824,9,7785
S106406,246,200490,37,40996
S106407,482,201476,92,81512
S106408,63,141876,6,8196
S106409,381,605409,13,12766
S106410,33,73788,0,0
S106411,9,18981,1,1723
S106412,80,172080,16,16016
S106413,177,86730,32,58976
S106414,157,260934,4,7728
S106415,4,3440,1,1313
S106416,85,88995,4,1952
S106417,477,1024596,55,54890
S106418,148,342324,16,18096
S106419,348,526176,51,51000
S106420,470,350150,82,154160
S106421,400,738800,78,85098
S106422,203,318101,39,24219
S106423,232,112520,46,48714
S106424,196,215012,10,9550
S106425,152,350664,1,1224
S106426,388,733708,72,123336
S106427,387,950085,29,27840
S106428,498,462144,40,50120
S106429,272,119952,25,29000
S106430,343,375928,42,82950
S106431,292,511876,33,19734
S106432,426,320778,32,23104
S106433,22,54340,3,3270
S106434,290,381930,19,9329
S106435,249,378729,48,83616
S106436,73,167681,9,11736
S106437,296,322344,22,11242
S106438,315,658665,23,28750
S106439,284,600376,55,36410
S106440,300,233100,52,50648
S106441,457,311217,37,48581
S106442,478,783920,40,78720
S106443,235,331350,30,24750
S106444,145,152830,26,31720
S106445,180,124740,13,6773
S106446,401,213332,12,23028
S106447,419,188131,14,5768
S106448,7,16352,0,0
S106449,112,81088,7,3136
S106450,59,71213,5,9325
S106451,408,858840,58,71862
S106452,241,158096,4,7072
S106453,479,640902,28,46284
S106454,67,42612,4,2444
S106455,287,633983,0,0
S106456,292,578452,56,91952
S106457,425,823650,31,24118
S106458,77,156464,13,7670
S106459,9,17271,0,0
S106460,194,199238,8,14456
S106461,295,598260,21,9744
S106462,173,236837,31,18259
S106463,262,168990,26,42588
S106464,46,84732,9,16488
S106465,395,329430,49,70854
S106466,216,452952,7,11942
S106467,466,428720,68,69292
S106468,341,654720,7,4403
S106469,289,459221,2,2294
S106470,77,189651,4,7564
S106471,135,72360,25,21200
S106472,77,147917,3,2781
S106473,310,742760,16,18192
S106474,106,157834,18,22158
S106475,160,214720,21,16737
S106476,234,364572,36,35208
S106477,450,411300,47,32007
S106478,432,775872,55,17930
S106479,261,651978,18,23400
S106480,350,143850,62,101060
S106481,44,37400,7,7742
S106482,106,131334,13,23777
S106483,193,156716,35,57540
S106484,333,221445,47,20445
S106485,172,276232,30,17880
S106486,280,415800,56,27048
S106487,92,157412,16,16672
S106488,170,213690,1,346
S106489,36,45324,6,4122
S106490,449,984657,50,98550
S106491,14,7490,1,1349
S106492,305,494100,23,23414
S106493,390,278850,52,18876
S106494,293,199240,5,6245
S106495,361,554496,26,35672
S106496,89,105732,5,8700
S106497,283,637882,6,6102
S106498,310,565130,22,18150
S106499,247,212667,31,31062
S106500,274,448812,42,50400
S106501,25,17650,4,7444
S106502,250,207000,5,1825
S106503,296,150072,45,68850
S106504,6,9918,0,0
S106505,255,164985,24,10752
S106506,423,945828,69,83628
S106507,94,104246,3,3702
S106508,147,350742,15,23550
S106509,433,593210,28,30996
S106510,226,488838,5,2625
S106511,347,849109,53,28461
S106512,208,459680,27,28890
S106513,243,201933,22,42240
S106514,241,201235,33,40920
S106515,61,59841,0,0
S106516,226,306682,31,30659
S106517,280,673680,20,18320
S106518,160,309920,5,8420
S106519,288,171360,10,6450
S106520,253,355971,19,33136
S106521,217,506261,19,25954
S106522,354,615252,14,19782
S106523,261,479196,5,3420
S106524,485,955450,28,32536
S106525,455,482755,9,6633
S106526,251,505012,39,27885
S106527,454,368194,12,15660
S106528,245,296940,20,20020
S106529,177,376302,14,15106
S106530,291,364623,16,20544
S106531,361,537168,32,12832
S106532,359,429005,26,20774
S106533,213,480741,2,1292
S106534,197,160949,12,15864
S106535,202,137158,3,2274
S106536,164,187944,12,18984
S106537,460,588340,10,15310
S106538,5,12110,0,0
S106539,239,96078,7,2562
S106540,127,173609,16,23392
S106541,155,76260,15,19095
S106542,100,204300,2,622
S106543,40,24080,1,1540
S106544,356,761484,18,11124
S106545,209,94259,35,16590
S106546,359,641174,70,73570
S106547,55,120505,7,12971
S106548,198,406692,31,28365
S106549,292,515672,7,5180
S106550,138,248676,25,39425
S106551,273,262899,29,56231
S106552,438,571590,17,12325
S106553,234,520416,26,43966
S106554,358,463968,21,35889
S106555,207,423522,11,6028
S106556,364,564200,49,26460
S106557,380,251180,2,2192
S106558,371,667429,1,1626
S106559,435,493725,44,77088
S106560,234,254826,43,47773
S106561,312,664560,29,36743
S106562,146,256522,13,12441
S106563,344,848648,52,95576
S106564,1,1418,0,0
S106565,222,271728,16,22848
S106566,111,246309,19,34124
S106567,191,206853,14,9730
S106568,217,488901,5,6075
S106569,429,665808,47,14476
S106570,455,611065,28,27748
S106571,251,184987,31,38409
S106572,75,156675,12,18696
S106573,49,98245,4,7868
S106574,195,222105,11,21659
S106575,31,55645,5,5795
S106576,431,368936,45,69435
S106577,300,736800,42,77196
S106578,17,22185,3,3153
S106579,397,397000,28,50736
S106580,431,273685,29,46110
S106581,336,420336,9,4428
S106582,12,11952,1,1954
S106583,358,512298,25,13075
S106584,247,471276,43,59813
S106585,402,397578,44,26136
S106586,92,97152,18,7848
S106587,495,428175,85,160650
S106588,273,409773,50,20250
S106589,471,196878,17,33524
S106590,184,184552,2,2622
S106591,136,161432,23,20332
S106592,222,335664,34,55352
S106593,63,155232,6,10746
S106594,269,390319,8,8256
S106595,203,260043,28,48972
S106596,297,679536,48,89424
S106597,467,637455,68,97376
S106598,10,18540,0,0
S106599,175,74025,26,26312
S106600,202,394304,20,10640
S106601,278,132884,8,15144
S106602,344,545240,56,36176
S106603,112,120512,7,9520
S106604,272,610096,28,32620
S106605,493,669494,75,117975
S106606,264,166848,25,34050
S106607,68,45628,3,1806
S106608,186,324570,4,4928
S106609,2,1798,1,1481
S106610,343,442813,8,8760
S106611,455,723905,77,123816
S106612,99,227403,17,7174
S106613,271,505144,1,1261
S106614,307,188191,52,100100
S106615,334,175016,32,58592
S106616,35,60760,7,4739
S106617,474,469260,12,18816
S106618,215,257140,35,17570
S106619,343,151606,21,11508
S106620,12,12816,1,481
S106621,267,454701,33,20790
S106622,402,536268,60,91980
S106623,51,96849,8,6680
S106624,492,1063704,58,78880
S106625,139,157904,24,30888
S106626,478,502378,10,15950
S106627,230,569710,9,9000
S106628,436,253316,59,57702
S106629,477,622962,21,6720
S106630,341,245861,40,78960
S106631,439,574651,81,102384
S106632,106,158576,1,543
S106633,336,406224,29,29928
S106634,236,367216,41,46904
S106635,168,210336,26,27456
S106636,81,48033,10,18330
S106637,125,69125,11,4334
S106638,137,242490,16,5200
S106639,144,325152,0,0
S106640,81,102303,1,950
S106641,299,661388,23,21758
S106642,302,561720,48,76080
S106643,33,30987,0,0
S106644,87,213063,12,23808
S106645,342,351576,5,9920
S106646,86,161680,9,5679
S106647,23,10994,1,474
S106648,174,85434,31,41168
S106649,482,261244,11,20438
S106650,175,354900,5,5635
S106651,368,527712,15,10815
S106652,40,61040,8,13344
S106653,488,267912,25,14125
S106654,259,259518,7,12635
S106655,145,132820,15,19380
S106656,499,361276,4,5296
S106657,144,308448,17,13872
S106658,340,337620,42,21882
S106659,466,917554,69,50922
S106660,457,371998,2,2842
S106661,151,305775,11,11902
S106662,347,515989,23,15985
S106663,90,150120,11,8954
S106664,471,812475,32,15232
S106665,361,265335,26,50362
S106666,173,278357,23,40825
S106667,156,180024,11,13277
S106668,72,146880,1,1422
S106669,437,609615,18,24786
S106670,157,192011,22,32098
S106671,299,735540,23,12167
S106672,30,23130,3,3780
S106673,33,29832,2,2372
S106674,229,224191,25,23600
S106675,475,1105325,77,52976
S106676,255,286620,45,81180
S106677,53,124762,7,11445
S106678,127,233172,19,19703
S106679,350,152950,64,55424
S106680,362,476392,48,42720
S106681,221,432939,39,44109
S106682,19,16492,3,2781
S106683,2,3918,1,1167
S106684,93,95604,7,5957
S106685,484,1016884,16,23600
S106686,376,844872,14,13692
S106687,60,88500,3,1059
S106688,308,217448,56,73752
S106689,383,854856,70,99890
S106690,461,969483,90,27630
S106691,3,3759,0,0
S106692,218,196636,31,43617
S106693,394,846312,13,4862
S106694,213,303525,37,38221
S106695,155,233895,5,5880
S106696,289,336685,51,36312
S106697,336,226800,17,25823
S106698,348,216804,33,19371
S106699,375,300750,36,63432
S106700,28,13580,0,0
